,Numero_finess,Médecins libéraux,Autres personnels médicaux libéraux,Médecins salariés,Autres personnels médicaux salariés,Personnels de direction et administratifs,Personnels des services de soins,Personnels éducatifs et sociaux,Personnels médico-techniques,Personnels techniques et ouvriers,Points_ISA,stjr,Internes,Personnel médical,Personnel médical si LIB=0.1,Personnel médical si LIB=0.9
996,830100434,31.0,28.0,5.41,3.86,63.36,254.9,,5.68,24.08,189760.92666666672,2,0.0,68.27,21.07,115.47000000000001
997,830100459,21.5,32.5,0.0,1.9300000000000002,26.77,96.43,,3.44,3.91,74659.39,2,0.0,55.93,12.73,99.13
998,830100475,22.0,15.5,0.0,1.11,10.55,69.68,,2.06,6.1,61153.71000000001,2,0.0,38.61,8.61,68.61
999,830100517,0.0,0.0,27.785000000000004,18.61,36.18,178.3,1.52,27.73,24.709999999999997,262519.7099999999,1,19.14,46.395,46.395,46.395
1000,830100525,0.0,0.0,85.61999999999998,42.620000000000005,73.095,347.535,5.225,48.47,110.48,410540.1633333332,1,21.88,128.23999999999998,128.23999999999998,128.23999999999998
1001,830100533,0.0,0.0,41.699999999999996,18.45,32.14333333333334,155.64000000000001,2.11,15.88,27.326666666666664,406261.995,1,46.410000000000004,60.14999999999999,60.14999999999999,60.14999999999999
1002,830100566,5.5,0.5,79.33000000000001,48.349999999999994,99.305,442.03,10.92,37.885,56.135,622570.3233333331,1,55.28,133.68,128.88,138.48000000000002
1003,830100574,0.0,0.0,72.33,54.08,209.37,691.38,4.2,132.06,88.0,783672.6333333331,1,214.26,126.41,126.41,126.41
1004,830100590,0.0,0.0,19.41,4.21,34.57,141.31,1.94,7.77,16.59,70387.66333333332,1,9.57,23.62,23.62,23.62
1005,830100616,0.0,0.0,121.38,81.29,148.8766666666667,801.17,18.2,71.31,120.68666666666667,1276730.6783333349,1,97.29500000000002,202.67000000000002,202.67000000000002,202.67000000000002
1006,830100855,3.0,1.0,7.93,0.0,19.71,96.27,1.0,2.37,8.66,35417.009999999995,2,0.0,11.93,8.729999999999999,15.129999999999999
1007,830200523,1.0,0.5,16.5,13.170000000000002,27.35,114.61,,9.6,2.97,128952.96000000004,3,0.0,31.17,29.970000000000002,32.370000000000005
1008,840000012,0.0,0.0,16.82,2.55,15.27,92.52,2.0,5.6850000000000005,36.75,43166.80333333333,1,2.46,19.37,19.37,19.37
1009,840000046,0.0,0.0,29.84,7.380000000000001,62.25,263.61,3.64,7.48,58.72,158390.72,1,15.629999999999999,37.22,37.22,37.22
1010,840000079,1.0,0.0,1.12,0.95,9.16,49.38,3.8,1.5,12.3,5098.133333333334,1,0.0,3.0700000000000003,2.27,3.87
1011,840000087,0.0,0.0,38.870000000000005,20.159999999999997,79.35,406.0,3.1,32.38,75.81,313780.9633333334,1,19.259999999999998,59.03,59.03,59.03
1012,840000111,0.0,0.0,7.14,2.34,25.24,108.08,2.35,5.36,18.74,47210.47333333332,1,0.0,9.48,9.48,9.48
1013,840000129,0.0,0.0,6.04,1.26,15.14,86.01,1.0,5.57,18.69,34099.12333333334,1,0.0,7.3,7.3,7.3
1014,840000285,12.5,19.5,0.0,1.08,20.92,139.91,,2.86,4.62,83913.08499999998,2,0.0,33.08,7.48,58.68
1015,840000327,1.5,3.0,0.0,0.75,8.25,41.26,,1.3,1.93,46711.44,2,0.0,5.25,1.65,8.85
1016,840000350,23.5,0.0,15.58,6.050000000000001,89.47,149.37,1.45,83.89,18.31,60636.09333333334,3,6.0,45.129999999999995,26.330000000000002,63.93000000000001
1017,840000400,11.0,12.0,0.0,0.83,17.3,71.9,0.8,9.5,2.5,69586.67499999999,2,0.0,23.83,5.43,42.23
1018,840000467,5.0,11.5,0.0,0.0,11.03,59.23,,,,69817.12,2,0.0,16.5,3.3,29.7
1019,840004659,0.0,0.0,25.965,10.51,28.33,136.365,2.1,11.495,23.77,143540.4033333333,1,16.200000000000003,36.475,36.475,36.475
1020,840006597,11.0,0.0,183.6800000000001,73.22999999999999,129.21333333333334,1947.66,26.75,168.19,287.25,1365286.138333334,1,255.75,267.9100000000001,259.11000000000007,276.7100000000001
1021,840013312,20.5,5.0,1.7,1.02,32.64,144.52,,12.59,3.12,144539.01000000004,2,0.0,28.22,7.82,48.620000000000005
1022,840013445,10.0,15.5,0.0,0.0,13.0,87.0,,4.0,5.0,70644.82500000001,2,0.0,25.5,5.1,45.900000000000006
1023,840017172,13.5,11.0,0.0,0.92,17.8,98.9,0.8,10.6,5.4,111703.16000000005,2,0.0,25.42,5.82,45.02
1024,850000019,0.0,0.0,116.61333333333333,37.303333333333335,133.23999999999998,786.5233333333334,8.523333333333333,77.30999999999999,124.19,1517322.473333334,1,115.87666666666668,153.91666666666666,153.91666666666666,153.91666666666666
1025,850000035,0.0,0.0,25.169999999999998,5.8100000000000005,23.775000000000002,141.71,2.4,18.81,67.75,158046.0383333334,1,22.3,30.979999999999997,30.979999999999997,30.979999999999997
1026,850000084,0.0,0.0,39.25999999999999,10.75,43.725,214.3,2.48,34.76,29.075,310223.8883333333,1,49.89,50.00999999999999,50.00999999999999,50.00999999999999
1027,850000118,14.5,18.0,3.8000000000000003,1.0,26.61,179.33,0.8,5.9,,178029.77666666658,2,3.0,37.3,11.3,63.3
1028,850000126,7.5,7.0,0.0,0.6,14.99,85.45,,4.26,10.75,80254.32500000003,2,0.0,15.1,3.5,26.700000000000003
1029,850000134,2.0,13.0,0.0,0.75,21.13,93.03,0.3,3.83,,131209.92000000004,2,0.0,15.75,3.75,27.750000000000004
1030,850009010,0.0,0.0,19.604000000000003,22.821666666666665,31.035,143.81199999999998,2.75,27.575000000000003,44.873333333333335,382673.9133333332,1,29.820000000000004,42.42566666666667,42.42566666666667,42.42566666666667
1031,850025867,0.0,0.0,4.69,1.15,20.11,126.75,8.06,3.07,38.46,6508.29,1,2.4899999999999998,5.84,5.84,5.84
1032,860010321,33.0,18.5,4.130000000000001,1.5,45.09,212.37,0.6,5.39,18.32,196845.6166666665,2,0.0,57.13,15.93,98.33000000000001
1033,860013382,0.0,3.5,31.590000000000007,19.165000000000003,51.565,304.15,2.3249999999999997,18.01,67.13,413730.3983333333,1,29.28,54.25500000000001,51.45500000000001,57.05500000000001
1034,860014208,3.0,0.0,217.17000000000002,110.285,182.01333333333332,1116.44,15.73,222.525,253.43999999999997,2661490.643333335,1,672.8716666666666,330.45500000000004,328.055,332.855
1035,860780311,5.5,9.0,0.6,1.11,20.47,88.28,,1.8,11.55,52891.850000000006,2,0.0,16.21,4.61,27.81
1036,860780568,5.5,10.0,1.0,0.8,11.99,76.0,0.2,0.8,2.0,49291.925,2,0.0,17.3,4.8999999999999995,29.7
1037,870000015,0.0,0.0,138.09750000000003,74.55,143.14,544.3266666666667,10.0575,87.85,197.83000000000004,2161254.848333332,1,441.81250000000006,212.64750000000004,212.64750000000004,212.64750000000004
1038,870000023,0.0,0.0,26.84166666666667,14.959999999999997,20.906666666666666,113.25666666666666,1.5133333333333334,15.73,35.074999999999996,194218.50333333333,1,39.480000000000004,41.80166666666666,41.80166666666666,41.80166666666666
1039,870000031,0.0,0.0,25.310000000000002,6.819999999999999,35.84,200.45,4.76,9.17,38.64,77801.62333333335,1,17.19,32.13,32.13,32.13
1040,870000288,43.5,22.5,1.12,5.4399999999999995,95.89,563.79,1.89,10.93,31.35,383926.52166666667,2,3.0,72.56,19.759999999999998,125.36
1041,870000411,15.0,11.5,0.15,1.37,16.52,206.17,,3.68,1.01,143630.17500000002,2,0.0,28.02,6.819999999999999,49.21999999999999
1042,870014248,0.0,0.0,5.0,2.4,13.33,71.97,0.82,1.0,36.17,5098.133333333334,1,3.0,7.4,7.4,7.4
1043,870014503,0.0,0.0,1.5166666666666666,2.0,10.923333333333332,57.51666666666667,1.3566666666666667,1.0,21.326666666666664,22991.54333333333,1,3.24,3.5166666666666666,3.5166666666666666,3.5166666666666666
1044,880007059,1.0,0.0,70.47000000000001,28.78,63.39666666666667,285.49666666666667,3.51,74.82,56.935,493606.3333333333,1,64.80000000000001,100.25000000000001,99.45000000000002,101.05000000000001
1045,880007299,0.0,0.0,24.005,13.980000000000002,55.14,297.21999999999997,5.445,24.665,43.3,309816.4783333334,1,15.715,37.985,37.985,37.985
1046,880780069,1.0,0.0,3.73,1.1400000000000001,21.22,100.32,1.0,5.5,21.09,5715.17,1,0.0,5.870000000000001,5.07,6.67
1047,880780077,0.0,0.0,44.74,30.049999999999997,55.23,243.715,2.795,21.685,50.41,346087.9733333333,1,46.49,74.78999999999999,74.78999999999999,74.78999999999999
1048,880780093,0.0,0.0,42.30500000000001,25.71,49.56,252.005,2.555,44.46,62.15,370474.7450000001,1,19.14,68.01500000000001,68.01500000000001,68.01500000000001
1049,880780325,3.0,,0.0,,,11.87,,,2.47,2339.03,1,0.0,,,
1050,880788591,31.5,12.5,2.0,1.0,41.16,296.61,,8.0,44.7,171043.72499999998,2,0.0,47.0,11.8,82.19999999999999
1051,890000037,0.0,0.0,85.1,39.75,185.14,1135.05,6.04,75.26,230.37,792515.0783333335,1,87.0,124.85,124.85,124.85
1052,890000169,8.5,12.0,0.27,0.86,24.17,84.06,,6.81,9.21,98213.93666666662,2,0.0,21.63,5.23,38.029999999999994
1053,890000409,0.0,0.0,13.77,2.17,35.32,138.57,1.5,5.36,26.96,52140.50333333333,1,12.629999999999999,15.94,15.94,15.94
1054,890000417,0.0,0.0,28.265,5.9,23.76,121.06,3.6,30.74,21.19,92778.47333333331,1,6.09,34.165,34.165,34.165
1055,890000433,0.0,0.0,16.45,3.0,46.67,185.3,2.5,16.95,58.0,39746.99999999999,1,0.0,19.45,19.45,19.45
1056,890002389,11.5,11.0,1.0,2.0,27.0,113.63,,5.6,4.0,75062.51666666665,2,0.0,25.5,7.5,43.5
1057,890970569,0.0,0.0,69.265,30.229999999999997,80.675,340.255,2.835,33.995000000000005,138.32,644289.7833333331,1,71.54,99.495,99.495,99.495
1058,900000035,8.0,11.0,1.0,1.2,20.7,115.64,1.0,3.8,16.5,67947.11999999998,2,0.0,21.2,6.000000000000001,36.400000000000006
1059,900000365,1.5,0.5,152.73666666666668,78.845,129.17333333333335,670.2,14.7,99.335,138.26333333333332,1462678.4333333336,1,109.83333333333333,233.58166666666668,231.98166666666668,235.18166666666667
1060,910002773,0.0,0.0,227.835,118.1,210.3,1164.59,45.05,184.77,124.6,1374484.4383333337,1,289.0,345.935,345.935,345.935
1061,910015965,0.0,0.0,9.0,1.0,10.0,131.77,1.0,1.0,2.0,1748.86,2,0.0,10.0,10.0,10.0
1062,910019447,3.25,2.5,34.12000000000001,15.665000000000001,61.545,280.03,3.68,34.099999999999994,40.695,370085.42,1,27.090000000000003,55.53500000000001,50.93500000000001,60.13500000000001
1063,910110014,0.0,0.0,64.32,23.580000000000002,74.96,432.18,5.54,33.47,62.47,252473.12833333336,1,49.59,87.89999999999999,87.89999999999999,87.89999999999999
1064,910110055,0.0,0.0,72.49999999999999,71.315,68.976,294.788,6.7,42.11,53.2375,875885.5833333328,1,80.73133333333332,143.815,143.815,143.815
1065,910150010,0.0,0.5,10.459999999999999,1.84,25.08,75.2,0.87,1.81,11.0,1171.21,3,0.0,12.799999999999999,12.399999999999999,13.2
1066,910150028,7.0,0.0,57.06000000000001,5.78,83.53,432.85,7.28,12.35,59.16,125480.70833333331,3,4.32,69.84,64.24000000000001,75.44000000000001
1067,910150069,0.0,0.0,24.72,4.43,41.73,248.45,7.3,4.81,30.33,119647.59333333332,3,0.0,29.15,29.15,29.15
1068,910300011,10.5,12.0,0.0,1.0,16.64,50.78,,1.0,2.36,51667.15499999999,2,4.5,23.5,5.5,41.5
1069,910300029,2.0,0.0,0.66,1.0,15.85,67.45,1.12,2.25,1.16,29980.680000000004,2,0.0,3.66,2.06,5.26
1070,910300144,22.0,14.0,0.2,2.6,35.34,234.87,0.88,2.94,6.7,133789.11166666666,2,0.0,38.800000000000004,10.0,67.6
1071,910300177,15.0,15.5,0.0,1.5,46.64,160.53,,3.68,7.58,141153.605,2,0.0,32.0,7.6,56.400000000000006
1072,910300219,44.5,21.5,1.6,3.84,71.41,414.94,0.98,21.2,13.18,446754.8949999999,2,12.0,71.44,18.64,124.24000000000001
1073,910300300,11.0,7.0,2.5,1.1,38.0,122.5,,4.0,9.3,86360.58499999999,2,0.0,21.6,7.199999999999999,36.0
1074,910300326,2.0,0.0,5.68,2.0,13.66,46.74,0.5,3.0,2.0,22687.756666666668,2,0.0,9.68,8.08,11.28
1075,910300359,5.5,11.0,0.0,1.08,15.1,26.78,,1.41,3.7,22662.94,2,0.0,17.58,4.380000000000001,30.78
1076,910500040,0.0,,4.39,,10.63,97.1,1.0,3.14,7.75,5098.133333333334,3,0.0,,,
1077,910803543,35.5,16.5,0.0,2.0,53.7,335.8,1.0,10.0,18.8,220700.67166666663,2,12.0,54.0,12.399999999999999,95.6
1078,910805357,12.5,21.5,0.0,1.99,21.0,72.8,0.8,,2.4,59457.14,2,0.0,35.99,8.79,63.19
1079,920000460,0.0,0.0,65.47,30.68,130.58,238.69,2.87,177.21,38.33,179948.15333333335,3,5.7299999999999995,96.15,96.15,96.15
1080,920000635,0.0,0.0,16.790000000000003,3.71,32.03,99.33,1.9,6.73,4.48,28388.38,3,0.0,20.500000000000004,20.500000000000004,20.500000000000004
1081,920000643,0.0,0.0,66.32000000000001,29.900000000000002,97.99,353.03,3.0,21.3,6.23,390508.7483333331,3,57.0,96.22000000000001,96.22000000000001,96.22000000000001
1082,920000650,0.0,0.0,167.88000000000002,128.32,400.79,1294.95,11.34,151.97,104.39,1218881.5833333328,3,424.0,296.20000000000005,296.20000000000005,296.20000000000005
1083,920009909,0.5,0.5,46.96,37.84,54.269999999999996,312.57500000000005,6.025,20.725,24.23,358944.7083333332,1,32.730000000000004,85.80000000000001,85.0,86.6
1084,920026374,0.0,0.0,50.78,23.83,30.53,212.22333333333336,2.18,26.81,17.403333333333332,314673.47333333315,1,42.475,74.61,74.61,74.61
1085,920110020,0.0,0.0,63.47000000000001,40.86,166.56,627.58,14.03,37.01,72.09,190013.3283333333,1,64.56,104.33000000000001,104.33000000000001,104.33000000000001
1086,920110053,0.0,0.0,20.36,3.07,35.26,172.56,4.0,6.83,27.95,62641.13,1,2.9699999999999998,23.43,23.43,23.43
1087,920120011,0.0,0.0,91.95,68.19999999999999,246.91,867.7,,126.71,62.2,709365.1533333333,1,46.2,160.14999999999998,160.14999999999998,160.14999999999998
1088,920300043,73.5,57.0,0.5700000000000001,5.26,112.37,661.71,1.18,10.72,20.0,397087.9616666666,2,36.0,136.32999999999998,31.93,240.72999999999996
1089,920300183,16.5,12.0,0.0,2.0,12.0,31.28,,,1.0,15568.92,2,0.0,30.5,7.699999999999999,53.3
1090,920300191,12.5,27.0,0.0,1.0,24.7,46.27,,1.0,2.0,40837.280000000006,2,6.0,40.5,8.9,72.1
1091,920300266,10.0,2.5,5.13,0.72,15.22,76.59,1.99,1.8,3.64,19690.966666666667,2,0.0,18.349999999999998,8.35,28.349999999999998
1092,920300365,11.0,24.5,0.0,0.5,17.93,54.84,,1.3,5.81,56956.45999999999,2,3.0,36.0,7.6000000000000005,64.4
1093,920300415,14.5,25.5,0.0,1.8,22.74,129.09,0.66,7.12,4.79,77232.88666666667,2,0.0,41.8,9.8,73.8
1094,920300597,28.5,17.5,0.73,1.57,36.42,138.61,0.29,2.1,6.19,141912.96666666662,2,0.0,48.300000000000004,11.5,85.1
1095,920300712,18.0,40.5,0.0,0.83,9.98,53.92,,0.46,3.0,30983.58,2,0.0,59.33,12.53,106.12999999999998
1096,920300753,71.5,20.0,0.0,3.1,68.69,380.04,1.0,19.77,23.73,425375.07000000007,2,9.0,94.6,21.400000000000002,167.8
1097,920300761,50.0,36.0,0.0,2.0,12.98,87.43,,2.72,4.92,103370.65666666666,2,0.0,88.0,19.2,156.8
1098,920300787,77.0,59.0,5.859999999999999,13.11,307.08,327.06,0.8,89.37,214.77,177690.62500000003,3,15.059999999999999,154.97000000000003,46.17,263.77
1099,920300837,10.0,30.0,0.0,0.0,20.57,58.26,0.2,3.99,3.09,34391.97000000001,2,0.0,40.0,8.0,72.0
1100,920300845,0.0,0.0,6.26,0.8,7.93,67.5,1.1,1.0,2.98,5636.553333333334,3,0.0,7.06,7.06,7.06
1101,920300936,16.5,15.5,0.0,1.5,26.26,85.15,1.0,4.0,3.7,92913.25,2,0.0,33.5,7.9,59.1
1102,930021480,6.5,0.5,124.375,55.849999999999994,118.54,528.59,7.86,52.885,86.73,799699.0933333337,1,127.075,187.225,181.625,192.825
1103,930110036,0.0,0.0,97.46,52.190000000000005,161.32,838.38,8.3,65.64,101.72,478066.1549999999,1,234.0,149.65,149.65,149.65
1104,930110051,0.0,0.0,106.46500000000002,87.62,86.45666666666666,470.5833333333333,15.173333333333334,54.715,58.89000000000001,644593.9033333333,1,198.2833333333333,194.08500000000004,194.08500000000004,194.08500000000004
1105,930110069,2.0,1.5,148.20000000000002,125.83999999999999,282.4,1395.38,58.86,92.51,171.62,677244.5533333335,1,325.35,277.54,274.74,280.34
1106,930150032,0.0,0.0,6.54,14.66,12.59,72.48,0.4,0.5,3.0,21000.79,3,0.0,21.2,21.2,21.2
1107,930300025,29.0,16.0,1.5,0.0,84.65,233.08,2.0,43.63,6.9,133687.67166666666,2,0.0,46.5,10.5,82.5
1108,930300066,27.0,18.5,1.0,1.0,59.2,157.73,1.0,6.4,11.76,107775.19999999995,2,0.0,47.5,11.100000000000001,83.9
1109,930300082,26.0,27.5,0.0,2.0,38.93,121.87,1.0,10.78,3.0,108307.25166666668,2,0.0,55.5,12.7,98.30000000000001
1110,930300116,20.5,21.0,0.0,2.8,53.5,228.7,0.7,6.2,11.6,126307.28999999998,2,0.0,44.3,11.100000000000001,77.5
1111,930300264,8.0,9.5,0.0,0.8,17.67,33.21,,9.48,1.06,37279.89,2,0.0,18.3,4.3,32.3
1112,930300298,7.5,16.0,0.0,1.0,22.6,94.5,,3.0,3.0,69479.175,2,0.0,24.5,5.7,43.3
1113,930300553,29.5,24.5,4.529999999999999,1.7,64.7,294.29,3.22,8.28,14.17,141055.70166666663,2,0.0,60.230000000000004,17.03,103.43
1114,930300587,11.0,15.5,0.0,1.0,19.96,65.29,,1.33,9.45,33657.09000000001,2,0.0,27.5,6.300000000000001,48.7
1115,930300595,24.5,11.0,1.6,1.8,72.86,230.38,0.5,6.0,9.73,106853.54666666665,2,0.0,38.9,10.5,67.3
1116,930300645,40.0,9.5,3.33,2.56,74.55,313.57,,4.18,10.11,343739.505,2,0.0,55.39,15.790000000000001,94.99
1117,940000649,0.0,0.0,97.68,28.689999999999998,132.3,468.28,4.83,58.75,25.76,550768.018333333,3,132.0,126.37,126.37,126.37
1118,940000656,0.0,0.0,9.46,1.0,39.47,93.68,2.52,1.06,51.49,38384.28333333334,3,1.47,10.46,10.46,10.46
1119,940000664,0.0,0.0,202.10999999999999,79.55,459.58,904.18,9.7,404.53,126.77,1011017.2483333336,3,402.0,281.65999999999997,281.65999999999997,281.65999999999997
1120,940006679,16.5,27.5,0.0,1.3,34.21,173.45,0.52,2.6,5.41,102715.46,2,3.0,45.3,10.100000000000001,80.5
1121,940016819,0.0,0.0,57.615,69.7,111.97999999999999,730.26,57.215,25.89,93.4,59833.08,1,60.53,127.315,127.315,127.315
1122,940110018,0.0,0.0,167.29999999999998,117.60000000000001,265.15,1369.54,36.24,147.73,207.5,741178.2333333333,1,328.29,284.9,284.9,284.9
1123,940110042,0.0,0.0,119.24999999999999,79.13,127.215,594.65,7.525,45.175,64.21,705126.4933333332,1,275.01,198.38,198.38,198.38
1124,940120017,0.0,0.0,77.1,51.33,194.96,536.37,,84.04,67.16,476148.1783333335,1,48.0,128.43,128.43,128.43
1125,940300031,37.5,22.5,0.0,1.0,50.35,241.33,1.0,10.74,9.57,175956.24166666655,2,0.0,61.0,13.0,109.0
1126,940300163,1.5,0.5,10.2,0.75,10.9,94.87,1.0,2.6,8.5,4440.63,2,0.0,12.95,11.35,14.549999999999999
1127,940300270,32.0,21.5,0.0,3.0,34.8,233.4,0.9,16.7,10.6,119607.23,2,1.5,56.5,13.7,99.3
1128,940300379,21.0,22.0,1.4000000000000001,1.76,23.09,95.64,,5.99,2.23,86041.14,2,0.0,46.16,11.76,80.56000000000002
1129,940300445,8.5,9.5,4.19,2.15,28.42,120.4,1.0,,5.65,58490.55,2,12.57,24.34,9.940000000000001,38.739999999999995
1130,940300452,7.5,4.0,2.2699999999999996,0.82,26.0,32.63,,1.82,5.69,11731.19,2,0.0,14.59,5.39,23.79
1131,940300494,16.5,7.0,0.0,1.0,27.28,116.26,0.05,1.65,4.11,52799.335,2,0.0,24.5,5.699999999999999,43.3
1132,940300551,3.5,14.0,0.25,0.5,15.99,51.51,0.5,1.0,2.0,24158.97,2,0.0,18.25,4.25,32.25
1133,940300569,23.0,10.5,0.0,1.0,35.75,119.01,0.52,2.54,7.76,64955.225000000006,2,0.0,34.5,7.699999999999999,61.3
1134,940813033,21.0,22.5,0.0,1.12,20.4,53.79,,1.96,2.86,61546.455,2,0.0,44.62,9.82,79.42000000000002
1135,950000406,0.0,0.0,3.5100000000000002,1.26,13.95,78.74,1.98,5.58,2.36,22105.11,3,0.0,4.7700000000000005,4.7700000000000005,4.7700000000000005
1136,950001370,0.0,0.0,48.605000000000004,28.620000000000005,35.47666666666667,202.28333333333333,4.406666666666666,13.01,40.153333333333336,184829.64499999996,1,49.83,77.22500000000001,77.22500000000001,77.22500000000001
1137,950013870,0.0,0.0,149.72,94.81,231.11,1324.33,34.34,106.46,211.05,777416.0633333329,1,286.74,244.53,244.53,244.53
1138,950015289,0.0,0.0,23.61,4.109999999999999,8.229999999999999,107.44333333333334,2.51,4.513333333333333,25.75333333333333,18313.88833333333,1,3.93,27.72,27.72,27.72
1139,950032714,9.0,15.0,0.1,0.84,13.82,30.35,,4.84,0.5,38121.93500000001,2,0.0,24.94,5.74,44.14
1140,950110015,0.0,0.0,177.38,89.59,248.02,1416.8,45.26,140.67,181.78,1079006.713333334,1,312.63,266.97,266.97,266.97
1141,950110049,0.0,0.0,123.71000000000001,108.60000000000001,230.04,1540.47,39.79,99.35,318.48,682436.188333333,1,280.65000000000003,232.31,232.31,232.31
1142,950110080,0.0,0.0,180.98999999999998,103.74000000000001,352.73,1959.77,37.95,141.8,245.16,1204192.1633333338,1,297.57,284.73,284.73,284.73
1143,950300095,10.0,8.0,0.0,1.0,20.17,74.98,,1.0,3.0,40569.825,2,0.0,19.0,4.6,33.4
1144,950300152,0.0,,7.6,,7.0,95.27,1.0,,1.0,6921.856666666667,2,0.0,,,
1145,950300202,17.0,25.0,0.0,1.0,36.77,114.17,,3.53,3.31,100849.69499999998,2,0.0,43.0,9.4,76.6
1146,950300244,26.5,19.5,5.35,0.0,44.68,175.63,2.06,21.27,7.51,127339.91666666666,2,0.0,51.35,14.549999999999999,88.15
1147,950300277,29.5,16.0,4.0600000000000005,3.0,74.95,246.99,1.1,6.46,14.46,140779.19166666668,2,0.0,52.56,16.16,88.96000000000001
1148,950300301,2.0,0.5,6.970000000000001,1.7999999999999998,22.56,103.56,1.38,2.94,3.0,6779.931666666667,2,0.0,11.27,9.27,13.27
1149,950300350,5.5,6.5,1.0,0.8,6.6,27.55,,3.0,1.0,11099.39,2,0.0,13.8,4.2,23.400000000000002
1150,950630012,0.0,0.0,11.299999999999999,2.5,23.07,177.88,39.07,5.33,12.7,20931.22,3,2.4899999999999998,13.799999999999999,13.799999999999999,13.799999999999999
1151,950807982,33.0,38.5,1.3,3.0,61.0,288.23,1.13,7.69,6.0,177318.82666666672,2,0.0,75.8,18.6,133.0
